,battery_name,experiment_exp_id,finishtime,id,options,question_num,required,response,response_text,text,value,worker_id
demographics_survey_0_0,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_2_options,"[{'id': 'demographics_survey_2_0', 'text': 'Male', 'value': '0'}, {'id': 'demographics_survey_2_1', 'text': 'Female', 'value': '1'}]",2,1,0,Male,What is your sex?,,s002
demographics_survey_0_1,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_3,,3,1,35,,How old are you (in years)?,,s002
demographics_survey_0_2,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_4_0_options,"[{'id': 'demographics_survey_4_0', 'text': 'White'}, {'id': 'demographics_survey_4_1', 'text': ' American Indian or Alaska Native'}, {'id': 'demographics_survey_4_2', 'text': 'Chinese'}, {'id': 'demographics_survey_4_3', 'text': 'Japanese'}, {'id': 'demographics_survey_4_4', 'text': ' Filipino'}, {'id': 'demographics_survey_4_5', 'text': 'Korean'}, {'id': 'demographics_survey_4_6', 'text': ' Asian Indian'}, {'id': 'demographics_survey_4_7', 'text': ' Vietnamese'}, {'id': 'demographics_survey_4_8', 'text': ' Other Asian'}, {'id': 'demographics_survey_4_9', 'text': ' Black or African American'}, {'id': 'demographics_survey_4_10', 'text': ' Middle Eastern or North African'}, {'id': 'demographics_survey_4_11', 'text': ' Native Hawaiian or Other Pacific Islander'}, {'id': 'demographics_survey_4_12', 'text': 'Other'}, {'id': 'demographics_survey_4_13', 'text': 'Choose not to respond'}]",4,1,White,[],What is your race?,White,s002
demographics_survey_0_3,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_5,,5,0,,,If you chose 'Other' for racial  background how would you describe it?,,s002
demographics_survey_0_4,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_6_options,"[{'id': 'demographics_survey_6_0', 'text': 'Yes', 'value': '1'}, {'id': 'demographics_survey_6_1', 'text': ' No', 'value': '0'}]",6,1,0, No,"Are you of Hispanic, Latino or Spanish origin?",,s002
demographics_survey_0_5,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_7_options,"[{'id': 'demographics_survey_7_0', 'text': 'Did Not Complete High School', 'value': '1'}, {'id': 'demographics_survey_7_1', 'text': ' High School/GED', 'value': '2'}, {'id': 'demographics_survey_7_2', 'text': ' Some College', 'value': '3'}, {'id': 'demographics_survey_7_3', 'text': "" Bachelor's Degree"", 'value': '4'}, {'id': 'demographics_survey_7_4', 'text': "" Master's Degree"", 'value': '5'}, {'id': 'demographics_survey_7_5', 'text': ' Advanced Graduate work or Ph.D', 'value': '6'}]",7,1,2, High School/GED,What is the highest level of education you have completed?,,s002
demographics_survey_0_6,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_8,,8,1,72,,How tall are you (in inches: one foot = 12 inches)?,,s002
demographics_survey_0_7,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_9,,9,1,240,,How much do you weigh (in pounds)?,,s002
demographics_survey_0_8,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_10_options,"[{'id': 'demographics_survey_10_0', 'text': 'Single', 'value': '1'}, {'id': 'demographics_survey_10_1', 'text': 'Married', 'value': '2'}, {'id': 'demographics_survey_10_2', 'text': 'In Committed Relationship', 'value': '3'}]",10,1,2,Married,What is your relationship status?,,s002
demographics_survey_0_9,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_11_options,"[{'id': 'demographics_survey_11_0', 'text': '0', 'value': '0'}, {'id': 'demographics_survey_11_1', 'text': '1', 'value': '1'}, {'id': 'demographics_survey_11_2', 'text': '2', 'value': '2'}, {'id': 'demographics_survey_11_3', 'text': '3', 'value': '3'}, {'id': 'demographics_survey_11_4', 'text': '4', 'value': '4'}, {'id': 'demographics_survey_11_5', 'text': '5', 'value': '5'}, {'id': 'demographics_survey_11_6', 'text': 'More', 'value': '6'}]",11,1,0,0,How many times have you been divorced?,,s002
demographics_survey_0_10,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_12,,12,1,216,,How long was/is your longest romantic relationship (in months: one year = 12 months)?,,s002
demographics_survey_0_11,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_13_options,"[{'id': 'demographics_survey_13_0', 'text': '0', 'value': '1'}, {'id': 'demographics_survey_13_1', 'text': '1', 'value': '2'}, {'id': 'demographics_survey_13_2', 'text': '2', 'value': '3'}, {'id': 'demographics_survey_13_3', 'text': '3', 'value': '4'}, {'id': 'demographics_survey_13_4', 'text': '4', 'value': '5'}, {'id': 'demographics_survey_13_5', 'text': '5-10', 'value': '6'}, {'id': 'demographics_survey_13_6', 'text': '>10', 'value': '7'}]",13,1,2,1,How many romantic relationships have you had?,,s002
demographics_survey_0_12,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_14_options,"[{'id': 'demographics_survey_14_0', 'text': '0', 'value': '1'}, {'id': 'demographics_survey_14_1', 'text': '1', 'value': '2'}, {'id': 'demographics_survey_14_2', 'text': '2', 'value': '3'}, {'id': 'demographics_survey_14_3', 'text': '3', 'value': '4'}, {'id': 'demographics_survey_14_4', 'text': '4', 'value': '5'}, {'id': 'demographics_survey_14_5', 'text': '5-10', 'value': '6'}, {'id': 'demographics_survey_14_6', 'text': '>10', 'value': '7'}]",14,1,4,3,How many children do you have?,,s002
demographics_survey_0_13,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_15,,15,1,19500,,What is your household's annual income (in dollars)?,,s002
demographics_survey_0_14,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_16_options,"[{'id': 'demographics_survey_16_0', 'text': 'Yes', 'value': '1'}, {'id': 'demographics_survey_16_1', 'text': 'No', 'value': '2'}]",16,1,2,No,Do you have a retirement account?,,s002
demographics_survey_0_15,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_17,,17,0,,,If you do have a retirement account what percent is in stocks?,,s002
demographics_survey_0_16,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_18_options,"[{'id': 'demographics_survey_18_0', 'text': 'Rent', 'value': '1'}, {'id': 'demographics_survey_18_1', 'text': ' Own', 'value': '2'}]",18,1,2, Own,Do you rent or own your home/apartment?,,s002
demographics_survey_0_17,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_19_options,"[{'id': 'demographics_survey_19_0', 'text': '<$500', 'value': '1'}, {'id': 'demographics_survey_19_1', 'text': '$500-$2500', 'value': '2'}, {'id': 'demographics_survey_19_2', 'text': '$2500-$10000', 'value': '3'}, {'id': 'demographics_survey_19_3', 'text': '$10000-$25000', 'value': '4'}, {'id': 'demographics_survey_19_4', 'text': '$25000-$50000', 'value': '5'}, {'id': 'demographics_survey_19_5', 'text': '$50000-$100000', 'value': '6'}, {'id': 'demographics_survey_19_6', 'text': '$100000-$200000', 'value': '7'}, {'id': 'demographics_survey_19_7', 'text': '>$200000', 'value': '8'}, {'id': 'demographics_survey_19_8', 'text': ' Prefer Not To Say', 'value': ' 0'}]",19,1,1,<$500,How much mortgage debt do you have?,,s002
demographics_survey_0_18,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_20_options,"[{'id': 'demographics_survey_20_0', 'text': '<$500', 'value': '1'}, {'id': 'demographics_survey_20_1', 'text': '$500-$2500', 'value': '2'}, {'id': 'demographics_survey_20_2', 'text': '$2500-$10000', 'value': '3'}, {'id': 'demographics_survey_20_3', 'text': '$10000-$25000', 'value': '4'}, {'id': 'demographics_survey_20_4', 'text': '$25000-$50000', 'value': '5'}, {'id': 'demographics_survey_20_5', 'text': '$50000-$100000', 'value': '6'}, {'id': 'demographics_survey_20_6', 'text': '$100000-$200000', 'value': '7'}, {'id': 'demographics_survey_20_7', 'text': '>$200000', 'value': '8'}, {'id': 'demographics_survey_20_8', 'text': ' Prefer Not To Say', 'value': ' 0'}]",20,1,1,<$500,How much car-related debt do you have?,,s002
demographics_survey_0_19,Self Regulation Battery,demographics_survey,2016-07-21T23:28:07.008736Z,demographics_survey_21_options,"[{'id': 'demographics_survey_21_0', 'text': '<$500', 'value': '1'}, {'id': 'demographics_survey_21_1', 'text': '$500-$2500', 'value': '2'}, {'id': 'demographics_survey_21_2', 'text': '$2500-$10000', 'value': '3'}, {'id': 'demographics_survey_21_3', 'text': '$10000-$25000', 'value': '4'}, {'id': 'demographics_survey_21_4', 'text': '$25000-$50000', 'value': '5'}, {'id': 'demographics_survey_21_5', 'text': '$50000-$100000', 'value': '6'}, {'id': 'demographics_survey_21_6', 'text': '$100000-$200000', 'value': '7'}, {'id': 'demographics_survey_21_7', 'text': '>$200000', 'value': '8'}, {'id': 'demographics_survey_21_8', 'text': ' Prefer Not To Say', 'value': ' 0'}]",21,1,6,$50000-$100000,How much education debt do you have?,,s002
